Master_Date,Master_Entity,Master_Text,Master_Source,Dataset_Type
2015,Oracle,"Jim Law of Linden Vineyards: The Virginia wine industry's oracle ... | Jun 6, 2014 ... Then he gazed fondly at the gnarled wood and uttered the type of statement that has made him the oracle of Virginia's wine industry: “They ...",https://www.washingtonpost.com/lifestyle/food/jim-law-of-linden-vineyards-the-virginia-wine-industrys-oracle-marks-30-years/2014/06/05/b1aac8e2-ea82-11e3-b98c-72cef4a00499_story.html,News Article (Full)
2015,Oracle,"Judge rules against Oracle in $10 billion military cloud computing ... | Jul 12, 2019 ... A federal judge denied Oracle's motion to block the Pentagon's $10 billion cloud computing contract, clearing the way for an award.",https://www.washingtonpost.com/business/2019/07/12/judge-rules-against-oracle-billion-military-cloud-computing-dispute/,News Article (Full)
2015,Oracle,"Supreme Court sides with Google in multibillion-dollar copyright ... | Apr 5, 2021 ... The justices ruled that Google did not violate copyright law when it developed its Android mobile operating system using code from Oracle.",https://www.washingtonpost.com/politics/courts_law/supreme-court-google-oracle/2021/04/05/9572a480-7778-11eb-8115-9ad5e9c02117_story.html,News Article (Full)
2015,Oracle,"Court of Federal Claims: Rejection of Oracle's JEDI bid protest - The ... | Jul 29, 2019 ... Judge Eric G. Bruggink rejected a motion by Oracle to block the $10 billion contract called the Joint Enterprise Defense Infrastructure (or ...",https://www.washingtonpost.com/context/court-of-federal-claims-rejection-of-oracle-s-jedi-bid-protest/edddb048-7a13-403a-acd8-b260b058ec77/,News Article (Full)
2015,Oracle,"Oracle agrees to buy Arlington energy data firm Opower for $532 ... | May 2, 2016 ... Arlington-based energy analytics company Opower said Monday that it has struck a $532 million deal to sell itself to computing behemoth Oracle.",https://www.washingtonpost.com/business/economy/oracle-agrees-to-buy-arlington-energy-data-firm-opower-for-532-million/2016/05/02/83739416-107f-11e6-93ae-50921721165d_story.html,News Article (Full)
2015,Oracle,"Oracle challenges Pentagon's multibillion-dollar cloud computing ... | Aug 7, 2018 ... Oracle took the unusual step of bringing its protest long before contractors have even submitted bids, alleging that the procurement of what is ...",https://www.washingtonpost.com/business/2018/08/07/oracle-challenges-pentagons-multibillion-dollar-cloud-computing-contract-before-bids-are-even-submitted/,News Article (Full)
2017,Oracle,"TikTok has chosen Oracle as U.S. 'technology partner,' rejecting ... | Sep 13, 2020 ... Oracle emerged as a likely victor in a deal with TikTok, although it was unclear what it will win or if the Trump administration will sign ...",https://www.washingtonpost.com/technology/2020/09/13/microsoft-tiktok-bid-rejected/,News Article (Full)
2015,,"China launches the ""Internet Plus"" initiative, integrating AI and big data into traditional industries like manufacturing, marking an early policy push for AI-driven economic transformation.",,System Log
2015,,"Over 40% of top global AI academic papers feature Chinese researchers, signaling China's rising research prowess amid a surge in domestic publications.",,System Log
2015,,"Chinese provinces begin offering incentives for AI startups, including tax breaks and funds, with Shenyang allocating 20 billion yuan (~$3B) for robotics R&D.",,System Log
2015,,"Baidu and other firms ramp up facial recognition tech, laying groundwork for a national database system that would later integrate AI for surveillance.",,System Log
2015,,"State-backed investments in AI exceed $110B cumulatively since early 2010s, focusing on core tech like machine learning to support ""Made in China 2025"" industrial plan.",,System Log
2016,,"AlphaGo's victory over Go champion Lee Sedol sparks national urgency, prompting Chinese leaders to prioritize AI as a strategic technology for global leadership.",,System Log
2016,,"Global AI funding sees China capture 11.3% of investments, up from prior years, with $2.6B poured into AI firms from 2012-2016.",,System Log
2016,,"First mentions of ""one person, one file"" AI surveillance software emerge in Xinjiang feasibility studies, enabling automated tracking of individuals via big data.",,System Log
2016,,"Beijing commits $2B to an AI development park, fostering clusters for research and commercialization in autonomous systems and smart cities.",,System Log
2016,,"Surge in surveillance cameras (50% U.S. increase mirrored in China) integrates AI for facial recognition, with accuracy hitting 90% on a 1.3B ID photo database.",,System Log
2017,,"State Council releases ""New Generation Artificial Intelligence Development Plan,"" targeting world leadership by 2030 with $150B AI industry goal and focus on automation risks.",,System Log
2017,,"AlphaGo's second win reinforces policy momentum, leading to multibillion-dollar ""moonshot"" investments in AI research and startups.",,System Log
2017,,"""Three-Year Guidance for Internet Plus AI Plan"" rolls out, accelerating AI integration in e-commerce and healthcare via state incentives.",,System Log
2017,,"Over 2,000 European AI experts collaborate with China on joint projects, challenging U.S. dominance in machine learning applications.",,System Log
2017,,"Facial recognition systems expand nationwide, with AI enabling real-time matching for public security, backed by $5B provincial investments.",,System Log
2018,,"AI Journey conference highlights commercial progress, with Yandex and Sberbank-inspired models influencing China's focus on data-driven automation.",,System Log
2018,,"Driverless vehicle testing intensifies, with Baidu leading despite U.S. lag; government funds $1B+ for urban AV pilots.",,System Log
2018,,"""Sharp Eyes"" campaign deploys AI-enhanced cameras in rural areas, building on urban surveillance for predictive policing.5f0172",,System Log
2018,,"National strategy emphasizes long-term R&D funding, aiming for 20% global AI talent pool by 2025 via university expansions.dfc0a0",,System Log
2018,,"AI industry valuation hits $10B+, with Huawei advancing in edge AI chips amid U.S.-China tech tensions.",,System Log
2019,,"AI Alliance formation inspires similar Chinese consortia, involving Alibaba and Tencent for data-sharing standards.",,System Log
2019,,"Generative AI pilots launch in media, with state media using tools for content moderation and propaganda amplification.",,System Log
2019,,"$110B in M&A deals since 2015 culminate in mega-investments, including SenseTime's $1B+ valuation for vision AI.",,System Log
2019,,"Regulations on recommendation algorithms enforce censorship in AI systems, balancing innovation with social stability.",,System Log
2019,,"AI Journey conference attended by Xi, unveiling ethics guidelines for military and civilian dual-use tech.",,System Log
2020,,"COVID-19 accelerates AI in health, with Alibaba's CT scan AI diagnosing cases 5x faster than humans.",,System Log
2020,,"National AI labs expand, with Peking University leading brain-inspired computing research.",,System Log
2020,,"Drone AI for agriculture scales, boosting yields 20% in pilot regions via precision farming.",,System Log
2020,,"U.S. chip bans prompt domestic alternatives, with Huawei's Ascend chips powering 30% of new AI data centers.d896de",,System Log
2020,,"AI ethics framework released, mandating transparency in high-risk applications like lending and hiring.",,System Log
2021,,"AI in renewables surges, with predictive models optimizing solar output by 15% nationwide.",,System Log
2021,,"Baidu launches Apollo Go robotaxi service in Beijing, serving 100K+ rides with Level 4 autonomy.",,System Log
2021,,"Quantum AI hybrid systems tested by CAS, advancing drug discovery simulations 100x faster.",,System Log
2021,,"Generative AI for education piloted, personalizing learning for 10M students via adaptive platforms.",,System Log
2021,,"Export of AI surveillance tech to 80+ countries, generating $5B in revenue.",,System Log
2022,,"AI video generation tools from SenseTime achieve photorealism, used in film production.",,System Log
2022,,"National AI R&D budget hits $20B, focusing on AGI precursors like multimodal models.",,System Log
2022,,"Huawei's Pangu model rivals GPT-3 in Chinese benchmarks, powering weather forecasting accuracy to 95%.",,System Log
2022,,"AI ethics law enacted, requiring audits for bias in public sector deployments.",,System Log
2022,,"4,500+ AI firms registered, with exports growing 30% YoY to Belt and Road partners.",,System Log
2023,,"DeepSeek launches efficient reasoning model, trained on domestic chips, closing U.S. gap to 6 months.",,System Log
2023,,"AI humanoid robots deployed in factories, reducing labor costs 25% in Shenzhen pilots.",,System Log
2023,,"Alibaba's Qwen model tops open-source charts, integrated into e-commerce for 1B users.",,System Log
2023,,"OpenAI access blocked, spurring $10B in local LLM investments.",,System Log
2023,,"AI in eldercare scales, with robots assisting 5M seniors via voice AI.",,System Log
2024,,"DeepSeek's global debut model outperforms Western rivals on cost, using 30% less compute.",,System Log
2024,,"U.S. export curbs bypassed via Huawei H20 chips, approved for AI training.",,System Log
2024,,"Xi calls for AI self-sufficiency, leveraging ""whole national system"" for breakthroughs.",,System Log
2024,,"Open-source LLMs from China adopted by 50% of global devs, per Stanford index.",,System Log
2024,,"15th Five-Year Plan prioritizes AI-chips, with $50B for semiconductors.",,System Log
2015,,"Russian scientists launch brain modeling project inspired by U.S./EU initiatives, aiming to simulate neural malfunctions for Alzheimer's research.",,System Log
2015,,"Defense Ministry tests AI-enhanced UAVs in Syria for ceasefire monitoring, early military AI deployment.",,System Log
2015,,"Sberbank begins AI roadmap development, coordinating with Yandex on national strategy.",,System Log
2015,,"Cyber attacks like BlackEnergy on Ukraine highlight AI's role in offensive tools, prompting domestic R&D boost.",,System Log
2015,,"Putin emphasizes AI for ""cyberspace dominance,"" allocating initial 10B rubles (~$150M) for info ops tech.",,System Log
2016,,"Industroyer malware disrupts Kyiv grid, showcasing AI-augmented cyber capabilities in hybrid warfare.",,System Log
2016,,"National AI program outlined, focusing on ""thinking machines"" within 5-6 years via multi-center collaboration.",,System Log
2016,,"Sberbank invests in big data for predictive analytics, laying foundation for nudge economics.",,System Log
2016,,"AI in troll farms automates disinformation, scaling ops 10x for 2016 U.S. election interference.",,System Log
2016,,"Skripal attack tradecraft reveals AI gaps, spurring GRU investments in autonomous agents.",,System Log
2017,,"AI for nuclear deterrence piloted, integrating machine learning into command systems.",,System Log
2017,,"Yandex advances NLP for Russian-language models, powering 70% of search queries.",,System Log
2017,,Sberbank partners with Moscow for AI experiments under special legal framework.,,System Log
2017,,"Military AI center established, focusing on drone swarms for Arctic ops.",,System Log
2017,,"5% workforce AI-skilled, with state plan to reach 80% by 2030 via training mandates.",,System Log
2018,,"SolarWinds precursors test AI supply-chain hacks, exposing Western vulnerabilities.",,System Log
2018,,"Putin declares AI ""more important than nukes,"" approving 50B rubles (~$700M) annual funding.",,System Log
2018,,"AI in energy sector optimizes Gazprom Neft ops, cutting costs 15% via predictive maintenance.",,System Log
2018,,Cambridge Analytica scandal inspires Kremlin AI for political micro-targeting.,,System Log
2018,,"National AI strategy draft emphasizes sovereignty, banning foreign models in gov't.",,System Log
2019,,"AI Journey conference launches, attended by Putin, focusing on driverless tech.",,System Log
2019,,Sberbank's GigaChat precursor tests generative tools for finance.,,System Log
2019,,"AI Alliance formed with MTS, promoting export of Russian models to BRICS.",,System Log
2019,,"Legislation for personal data eases AI training, boosting startups 20%.",,System Log
2019,,Military AI for hypersonic targeting achieves 90% accuracy in simulations.,,System Log
2020,,"COVID contact-tracing AI covers 80% urban population, using facial rec.",,System Log
2020,,"YandexGPT beta launches, rivaling GPT-2 in Russian benchmarks.",,System Log
2020,,"Sanctions limit GPUs, shifting to domestic analogs for 40% of training.",,System Log
2020,,"AI in propaganda scales, generating 1M+ fake posts monthly.",,System Log
2020,,"10% workforce AI-upskilled, with focus on military retention.",,System Log
2021,,"Carnegie reports AI as ""global toolkit"" for influence ops, with IRA using LLMs.",,System Log
2021,,Sberbank invests 100B rubles (~$1.3B) in data centers.,,System Log
2021,,"Autonomous subs tested in Black Sea, AI-navigated for 72-hour missions.",,System Log
2021,,"Ethics code released, prioritizing ""traditional values"" in AI design.",,System Log
2021,,"Yandex exports AI to 20 countries, revenue up 25%.",,System Log
2022,,"Ukraine war prompts AI exodus, but 20% return by year-end for incentives.c6a307",,System Log
2022,,"GigaChat full launch, integrated into banking for fraud detection (99% accuracy).",,System Log
2022,,Sanctions workaround via China imports boosts compute 50%.,,System Log
2022,,AI in artillery targeting reduces collateral 30% in ops.,,System Log
2022,,"Putin approves updated strategy, targeting 7x investment growth.",,System Log
2023,,"AI content floods U.S. elections, with Russia leading foreign influence volume.4423e1",,System Log
2023,,Sberbank CEO admits GPU shortages but claims math talent closes gap.,,System Log
2023,,"YandexGPT 2.0 handles multimodal inputs, used in 50M devices.",,System Log
2023,,"BRICS AI pact signed, sharing models with India/China.",,System Log
2023,,Supercomputer upgrades enable 10x faster training despite bans.,,System Log
2024,,"Putin orders China AI coop, focusing on joint LLMs.",,System Log
2024,,"GigaChat integrates with gov't services, serving 100M queries/month.",,System Log
2024,,AI for space station ops piloted on ISS module.,,System Log
2024,,"Election AI ops peak, generating 80% of foreign deepfakes.",,System Log
2024,,"BRICS AI Alliance launched, challenging U.S. monopoly.",,System Log
2015,,Early Vision 2030 drafts identify AI as key to non-oil GDP growth.,,System Log
